날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2023-07-20","배추김치(다수공급자)","7.5kcal","연근조림(완)","43.6kcal","배추김치(다수공급자)","7.5kcal","","","2407.40kcal"
"2023-07-20","떠먹는 토핑형 발효유","","열무김치","10.56kcal","해태에이치티비,코코팜망고코넛,340ml","122.3kcal","","","2407.40kcal"
"2023-07-20","","","참외,신선형(참외(78월))","38kcal","","","","","2407.40kcal"
"2023-07-21","간장계란밥(01)(05)(06)","303.21kcal","잡곡밥","237.9kcal","잡곡밥","237.9kcal","","","2630.54kcal"
"2023-07-03","밥","225kcal","쇠고기덮밥(01)(05)(06)(16)(18)","407.27kcal","검은콩밥","206.63kcal","","","2690.61kcal"
"2023-07-03","호박된장찌개(05)(06)(09)(16)","89.22kcal","김치찌개(05)(06)(09)(10)(16)","98.99kcal","콩나물김치국(09)","31.62kcal","","","2690.61kcal"
"2023-07-03","비엔나소시지케찹볶음(05)(06)(10)","288.53kcal","장어강정(05)(06)","207.5kcal","오징어볶음(05)(06)(17)","135.15kcal","","","2690.61kcal"
"2023-07-03","맛김","0kcal","오이부추무침(05)(06)","25.39kcal","치킨텐더(01)","373.86kcal","","","2690.61kcal"
"2023-07-03","연두부양념장(05)(06)","71.1kcal","열무김치","10.56kcal","오미산적(완)(01)(05)(06)(10)(15)","318.6kcal","","","2690.61kcal"
"2023-07-03","가공우유(바나나맛)(02)","82.5kcal","","","총각김치(09)","13.69kcal","","","2690.61kcal"
"2023-07-03","배추김치(다수공급자)","7.5kcal","","","사이다","97.5kcal","","","2690.61kcal"
"2023-07-04","밥","225kcal","비빔밥(05)(06)","327.51kcal","전투식량","1300kcal","","","2901.78kcal"
"2023-07-04","황태채국(01)","46.5kcal","청국장(05)(09)(16)","101.67kcal","","","","","2901.78kcal"
"2023-07-04","맛김","0kcal","언양식바싹불고기(10)","312.8kcal","","","","","2901.78kcal"
"2023-07-04","스팸구이(10)(13)","277.75kcal","계란후라이(01)","70.18kcal","","","","","2901.78kcal"
"2023-07-04","감자조림(05)(06)(18)","47.37kcal","배추김치(다수공급자)","7.5kcal","","","","","2901.78kcal"
"2023-07-04","배추김치(다수공급자)","7.5kcal","유산균 발효 음료(02)","56kcal","","","","","2901.78kcal"
"2023-07-04","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2901.78kcal"
"2023-07-05","장조림버터비빔밥(01)(05)(06)(16)","519.75kcal","잡곡밥","237.9kcal","잡곡밥","237.9kcal","","","8824.40kcal"
"2023-07-05","쇠고기미역국(16)","47.63kcal","등뼈감자탕(05)(06)(09)(10)","413.71kcal","팽이버섯두부국(05)(06)(16)","49.34kcal","","","8824.40kcal"
"2023-07-05","사각어묵야채볶음(05)(06)","88.23kcal","잡채(05)(06)(16)","114.38kcal","돼지고기양장피볶음(05)(06)(10)","239.04kcal","","","8824.40kcal"
"2023-07-05","맛김","0kcal","우엉채조림(05)(06)","2969.45kcal","닭강정(05)(06)(15)","3354.97kcal","","","8824.40kcal"
"2023-07-05","배추김치(다수공급자)","7.5kcal","청포묵김가루무침(01)(05)(06)","72.61kcal","총각김치(09)","13.69kcal","","","8824.40kcal"
"2023-07-05","우유(백색우유(200ML,연간))(02)","122kcal","배추김치(다수공급자)","7.5kcal","이온음료","58.8kcal","","","8824.40kcal"
"2023-07-05","","","아이스크림 콘,완제품(02)","270kcal","","","","","8824.40kcal"
"2023-07-06","밥","225kcal","잡곡밥","237.9kcal","잡곡밥","237.9kcal","","","3805.95kcal"
"2023-07-06","사골떡만둣국(01)(06)(10)","840.63kcal","콩나물국(09)(16)","17.02kcal","조랭이떡들깨탕(06)(09)","194.57kcal","","","3805.95kcal"
"2023-07-06","참치김치볶음","108.13kcal","삼겹살구이(05)(06)(10)","670.05kcal","매운족발볶음(05)(06)(10)(13)","437.49kcal","","","3805.95kcal"
"2023-07-06","계란장조림(완제품)","148kcal","모듬야채&쌈장(05)(06)(18)","51.2kcal","감자전(완)","390kcal","","","3805.95kcal"
"2023-07-06","깍두기(다수공급자)(09)","13.3kcal","명이나물절임(05)(06)","17.5kcal","파채무침(05)(06)","27.46kcal","","","3805.95kcal"
"2023-07-06","주스,카프리썬오렌지망고","","파김치","0kcal","배추김치(다수공급자)","7.5kcal","","","3805.95kcal"
"2023-08-05","우유(백색우유(200ML,연간))(02)","122kcal","시저샐러드(01)(10)","151.36kcal","파채콩나물무침","25.13kcal","","","3164.32kcal"
"2023-08-05","","","무&비트피클(완)","30kcal","배추김치(다수공급자)","7.5kcal","","","3164.32kcal"
"2023-08-05","","","배추김치(다수공급자)","7.5kcal","웅진식품,웅진자연은샤인머스켓,340ml","153kcal","","","3164.32kcal"
"2023-08-06","밥","300kcal","닭고기덮밥(01)(05)(06)(15)","238.41kcal","밥","300kcal","","","3280.95kcal"
"2023-08-06","사골떡만둣국(01)(05)(06)(10)(16)","939.14kcal","팽이버섯두부국(05)(06)","42.26kcal","돼지국밥(완)(10)","317.66kcal","","","3280.95kcal"
"2023-08-06","계란장조림(완제품)","148kcal","고추튀김(05)(06)(10)","354.43kcal","잡채어묵조림(05)(06)","272.17kcal","","","3280.95kcal"
"2023-08-06","오징어젓무침(17)","40.09kcal","청포묵김가루무침(01)(05)(06)","73.68kcal","부추겉절이(05)(06)","28.11kcal","","","3280.95kcal"
"2023-08-06","가공우유(바나나맛)(02)","82.5kcal","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","","","3280.95kcal"
"2023-08-06","배추김치(다수공급자)","7.5kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","","","3280.95kcal"
"2023-08-07","밥","300kcal","쇠고기콩나물밥&부추양념장(05)(06)","376.03kcal","잡곡밥","320.9kcal","","","2930.37kcal"
"2023-08-07","감자계란국(01)(05)(06)(09)","64.63kcal","차돌육개장(01)(05)(06)(16)","116.87kcal","김치찌개(05)(06)(09)(10)","99.01kcal","","","2930.37kcal"
"2023-08-07","돼지고기김치볶음(10)","253.5kcal","마파두부(05)(06)","210.23kcal","지파이(01)(02)(05)(06)(12)(15)(18)","422.35kcal","","","2930.37kcal"
"2023-08-07","순두부양념장(05)(06)","51.5kcal","양념고추지","0kcal","스팸구이(10)(12)(13)","295.05kcal","","","2930.37kcal"
"2023-08-07","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","계란후라이(계약)(01)","90kcal","","","2930.37kcal"
"2023-08-07","우유(백색우유(200ML,연간))(02)","122kcal","","","깍두기(다수공급자)(09)","13.3kcal","","","2930.37kcal"
"2023-08-07","","","","","웅진식품,자연은 제주감귤,180ml","180kcal","","","2930.37kcal"
"2023-08-08","검은콩밥","274.13kcal","물냉면(01)(02)(05)(06)(10)(16)","2824.19kcal","흑미밥","281.25kcal","","","6016.80kcal"
"2023-08-08","쇠고기당면국(05)(06)(16)","61.66kcal","김가루주먹밥(01)(05)(06)","306.28kcal","호박된장찌개(05)(06)(09)","84.83kcal","","","6016.80kcal"
"2023-08-08","돼지고기콩나물볶음(05)(06)(10)(18)","332kcal","언양식바싹불고기(10)","404.19kcal","돼지고기양장피볶음(05)(06)(10)","222.47kcal","","","6016.80kcal"
"2023-08-08","동그랑땡(완제품)(01)(05)(06)(10)(12)","356.1kcal","찐만두&간장(05)(06)(10)","232.51kcal","가지튀김(06)","241.82kcal","","","6016.80kcal"
"2023-07-21","쇠고기감자국(09)(16)","46.75kcal","삼계탕(15)","891.51kcal","파송송계란국(01)(09)(16)","40.25kcal","","","2630.54kcal"
"2023-07-21","마파두부(05)(06)","169.73kcal","견과류멸치볶음","97.97kcal","잡채(05)(06)(16)","114.38kcal","","","2630.54kcal"
"2023-07-21","김자반","20kcal","가지튀김(06)","62.22kcal","낙지볶음(05)(06)","79.28kcal","","","2630.54kcal"
"2023-07-21","가공우유(초코맛)(02)","94kcal","모듬야채&쌈장(05)(06)(18)","51.2kcal","배추김치(다수공급자)","7.5kcal","","","2630.54kcal"
"2023-07-21","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","2630.54kcal"
"2023-07-21","","","수박","39.744kcal","","","","","2630.54kcal"
"2023-07-22","참치마요구운주먹밥(01)(05)(07)","340kcal","조각피자","0kcal","자장밥(10)","372.73kcal","","","3450.48kcal"
"2023-07-22","앙버터바게트","1400kcal","스파게티","689.25kcal","짬뽕찌개(09)(17)","50.73kcal","","","3450.48kcal"
"2023-07-22","바나나","76.8kcal","무&비트피클(완)","30kcal","고추잡채&꽃빵(05)(06)(10)(18)","355.16kcal","","","3450.48kcal"
"2023-07-22","커피음료","","만다린오렌지샐러드","56.4kcal","단무지무침(05)(06)(13)","15.33kcal","","","3450.48kcal"
"2023-07-22","","","배추김치(다수공급자)","7.5kcal","파김치","0kcal","","","3450.48kcal"
"2023-07-22","","","","","복숭아(천도)(11)","56.58kcal","","","3450.48kcal"
"2023-07-23","밥","225kcal","햄야채볶음밥(05)(10)","275.97kcal","후리가케밥(01)(05)(06)","227.79kcal","","","2737.66kcal"
"2023-07-23","쇠고기육개장(01)(05)(06)(16)","87.34kcal","감자수제비(01)(06)","308.54kcal","유부된장국(05)","84.89kcal","","","2737.66kcal"
"2023-07-23","대패삼겹살소시지구이(10)","604.09kcal","계란후라이(계약)(01)","45kcal","치즈롤까스(10)","475kcal","","","2737.66kcal"
"2023-07-23","부추겉절이(05)(06)","26.71kcal","청포묵김가루무침(01)(05)(06)","72.61kcal","시저샐러드(01)(10)","151.36kcal","","","2737.66kcal"
"2023-07-23","깍두기(다수공급자)(09)","13.3kcal","열무김치","10.56kcal","배추김치(다수공급자)","7.5kcal","","","2737.66kcal"
"2023-07-23","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","2737.66kcal"
"2023-07-24","밥","225kcal","밥","225kcal","달걀케첩볶음밥(01)(18)","317.15kcal","","","3430.71kcal"
"2023-07-24","사골떡만둣국(01)(06)(10)","840.63kcal","배추된장국(05)(06)(09)(16)","59.16kcal","콩나물김치국(09)","31.62kcal","","","3430.71kcal"
"2023-07-24","메추리알장조림(완)(01)","375kcal","매운돼지갈비찜(10)","355.61kcal","버팔로윙(05)(06)(15)","567kcal","","","3430.71kcal"
"2023-07-24","낙지젓","46.79kcal","야채스틱앤저염쌈장(05)(06)","55.36kcal","무&비트피클(완)","30kcal","","","3430.71kcal"
"2023-07-24","배추김치(다수공급자)","7.5kcal","오이양파무침(05)(06)","23.99kcal","깍두기(다수공급자)(09)","13.3kcal","","","3430.71kcal"
"2023-07-24","우유(백색우유(200ML,연간))(02)","122kcal","깍두기(다수공급자)(09)","13.3kcal","해태에이치티비,코코팜망고코넛,340ml","122.3kcal","","","3430.71kcal"
"2023-07-25","검은콩밥","206.63kcal","잡곡밥","237.9kcal","밥","225kcal","","","3381.75kcal"
"2023-07-25","쇠고기당면국(16)","64.53kcal","쇠고기미역국(16)","47.63kcal","당면고추장찌개(09)(10)","176.18kcal","","","3381.75kcal"
"2023-07-25","베이컨야채볶음(05)(06)(10)","153.03kcal","대패삼겹살볶음(05)(06)(10)(18)","816.98kcal","비엔나소시지케찹볶음(05)(06)(10)","288.53kcal","","","3381.75kcal"
"2023-07-25","두부김치(05)(06)(10)","310.75kcal","파채무침(05)(06)","27.46kcal","닭고기김치찜(15)","344.75kcal","","","3381.75kcal"
"2023-07-25","맛김","0kcal","명이나물절임(05)(06)","17.5kcal","양념고추지","0kcal","","","3381.75kcal"
"2023-07-25","총각김치(09)","13.69kcal","배추김치(다수공급자)","7.5kcal","총각김치(09)","13.69kcal","","","3381.75kcal"
"2023-07-25","우유(백색우유(200ML,연간))(02)","122kcal","아이스크림, 떠먹는형","270kcal","참외,신선형(참외(78월))","38kcal","","","3381.75kcal"
"2023-07-26","밥","225kcal","잡곡밥","237.9kcal","밥","225kcal","","","2433.53kcal"
"2023-07-26","시래기감자탕(완)","259.99kcal","순두부찌개(01)(05)(06)(10)(16)(18)","103.12kcal","유부된장국(05)","84.89kcal","","","2433.53kcal"
"2023-07-26","느타리버섯볶음(16)","71.94kcal","아귀찜(05)(06)","378.46kcal","오징어볶음(05)(06)(17)","135.15kcal","","","2433.53kcal"
"2023-07-26","스크램블에그(01)(05)(06)","100.45kcal","잡채어묵조림(05)(06)","261.67kcal","회오리감자(05)","58.1kcal","","","2433.53kcal"
"2023-07-26","가공우유(초코맛)(02)","94kcal","깻잎양념무침(05)(06)","30.94kcal","계란찜(01)","73.82kcal","","","2433.53kcal"
"2023-07-26","깍두기(다수공급자)(09)","13.3kcal","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","","","2433.53kcal"
"2023-07-26","","","","","멜론(여름)","64.8kcal","","","2433.53kcal"
"2023-07-27","밥","225kcal","열무비빔냉면(01)(02)(05)(06)(10)(16)","2970.06kcal","참치마요덮밥(01)","408.67kcal","","","5582.41kcal"
"2023-07-27","호박된장찌개(05)(06)(09)(16)","89.22kcal","치즈롤까스(10)","475kcal","감자짜글이(05)(06)(10)(13)(16)","181.16kcal","","","5582.41kcal"
"2023-07-27","돼지고기콩나물볶음(05)(06)(10)(18)","268.65kcal","찐만두&간장(05)(06)(10)","232.51kcal","데리야끼갈릭치킨(05)(06)(15)","383.37kcal","","","5582.41kcal"
"2023-07-27","동그랑땡(완제품)","11.5kcal","시저샐러드(01)(10)","151.36kcal","콘옥수수야채무침(01)(06)","154.26kcal","","","5582.41kcal"
"2023-07-27","맛김","0kcal","오이소박이","16.65kcal","배추김치(다수공급자)","7.5kcal","","","5582.41kcal"
"2023-07-27","배추김치(다수공급자)","7.5kcal","","","","","","","5582.41kcal"
"2023-07-28","밥","225kcal","쇠고기콩나물밥&부추양념장(05)(06)","313.02kcal","검은콩밥","206.63kcal","","","2081.08kcal"
"2023-07-28","쇠고기무국(16)","55.69kcal","키조개미역국(05)(06)(18)","25.61kcal","김치찌개(05)(06)(09)(10)(16)","98.99kcal","","","2081.08kcal"
"2023-07-28","돼지고기김치볶음(10)","212.6kcal","오징어볶음(05)(06)(17)","135.15kcal","지파이(01)(02)(05)(06)(12)(15)(18)","274.35kcal","","","2081.08kcal"
"2023-07-28","계란찜(01)","73.82kcal","팝콘형치킨너겟(01)","24.35kcal","스팸구이(10)(13)","277.75kcal","","","2081.08kcal"
"2023-07-28","깍두기(다수공급자)(09)","13.3kcal","배추김치(다수공급자)","7.5kcal","계란후라이(01)","70.18kcal","","","2081.08kcal"
"2023-07-28","떠먹는 토핑형 발효유","","복숭아(천도)(11)","56.58kcal","열무김치","10.56kcal","","","2081.08kcal"
"2023-07-29","소불고기구운주먹밥(16)","380kcal","달걀케첩볶음밥(01)(18)","317.15kcal","닭고기덮밥(01)(05)(06)(15)","255.98kcal","","","2585.12kcal"
"2023-07-29","햄치즈에그샌드위치(01)(02)(05)(06)(10)(15)(16)","455.26kcal","유부된장국(05)","84.89kcal","유부어묵국(17)(05)(06)(10)(13)(16)","129.63kcal","","","2585.12kcal"
"2023-07-29","우유(백색우유(200ML,연간))(02)","122kcal","큐브스테이크(05)(06)(10)","630.85kcal","소떡소떡","39kcal","","","2585.12kcal"
"2023-07-29","바나나","76.8kcal","배추김치(다수공급자)","7.5kcal","야채샐러드(05)(06)","40.56kcal","","","2585.12kcal"
"2023-07-29","","","","","배추김치(다수공급자)","7.5kcal","","","2585.12kcal"
"2023-07-29","","","","","참외,신선형(참외(78월))","38kcal","","","2585.12kcal"
"2023-07-30","밥","225kcal","잡곡밥","237.9kcal","마커니커리라이스(06)(12)(15)","593.58kcal","","","2576.00kcal"
"2023-07-30","팽이버섯두부국(05)(06)(16)","49.34kcal","순대국(10)","289.8kcal","햄소시지찌개(05)(06)(10)","207.51kcal","","","2576.00kcal"
"2023-07-30","차돌박이청경채볶음(05)(06)(16)(18)","191.81kcal","잡채(05)(06)(16)","114.38kcal","탄두리치킨또띠아(06)(15)","192.5kcal","","","2576.00kcal"
"2023-07-30","맛김","0kcal","부추겉절이(05)(06)","26.71kcal","배추김치(다수공급자)","7.5kcal","","","2576.00kcal"
"2023-07-30","쥐포조림(05)(06)","100.21kcal","양파절임","22.25kcal","남양유업,과수원청포도,190ml","84.51kcal","","","2576.00kcal"
"2023-07-11","순두부양념장(05)(06)","50.43kcal","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","","","3676.52kcal"
"2023-07-11","배추김치(다수공급자)","7.5kcal","수박","39.744kcal","음료수,탄산,콜라","117.5kcal","","","3676.52kcal"
"2023-07-11","우유(백색우유(200ML,연간))(02)","122kcal","","","","","","","3676.52kcal"
"2023-07-12","잡곡밥","237.9kcal","흑미밥","213.75kcal","잡곡밥","237.9kcal","","","2293.90kcal"
"2023-08-10","감자조림(05)(06)(18)","183.44kcal","야채스틱앤저염쌈장(05)(06)","61.98kcal","","","","","3370.47kcal"
"2023-08-10","총각김치","1.83kcal","낙지젓(17)","49.68kcal","","","","","3370.47kcal"
"2023-08-10","우유(백색우유(200ML,연간))(02)","122kcal","깍두기(다수공급자)(09)","13.3kcal","","","","","3370.47kcal"
"2023-08-10","","","수박","41.952kcal","","","","","3370.47kcal"
"2023-08-11","밥","300kcal","잡곡밥","320.9kcal","마커니커리라이스(06)(12)(15)","718.18kcal","","","3038.66kcal"
"2023-08-11","쇠고기미역국(05)(06)(16)","44.57kcal","김치찌개(05)(06)(09)(10)","99.01kcal","고추장수제비(06)(09)","203.98kcal","","","3038.66kcal"
"2023-08-11","차돌박이청경채볶음(05)(06)(16)(18)","166.02kcal","삼겹살구이(05)(06)(10)","592.56kcal","탄두리치킨또띠아(06)(15)","192.5kcal","","","3038.66kcal"
"2023-08-11","계란말이(01)","45kcal","모듬야채&쌈장(05)(06)(18)","48.8kcal","유자드레싱샐러드(11)","96.48kcal","","","3038.66kcal"
"2023-08-11","가공우유(초코맛)(02)","94kcal","파채무침(05)(06)","28.43kcal","배추김치(다수공급자)","7.5kcal","","","3038.66kcal"
"2023-08-11","배추김치(다수공급자)","7.5kcal","오이소박이","16.65kcal","복숭아(천도)(11)","56.58kcal","","","3038.66kcal"
"2023-08-12","소불고기구운주먹밥(16)","380kcal","생우동","5.82kcal","김가루주먹밥(01)(05)(06)","306.28kcal","","","3295.58kcal"
"2023-08-12","햄치즈에그샌드위치(01)(02)(05)(06)(10)(15)(16)","555.91kcal","후리가케밥(01)(05)(06)","302.79kcal","순두부찌개(01)(05)(06)(10)(18)","89.87kcal","","","3295.58kcal"
"2023-08-12","멜론(여름)","72kcal","바베큐폭립(10)(12)","419kcal","매운족발볶음(05)(06)(10)(13)","490.5kcal","","","3295.58kcal"
"2023-08-12","우유(백색우유(200ML,연간))(02)","122kcal","단무지무침(05)(06)(13)","16.41kcal","감자전(완)","480kcal","","","3295.58kcal"
"2023-08-12","","","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","","","3295.58kcal"
"2023-08-12","","","","","해태에이치티비,갈아만든배,238ml","40kcal","","","3295.58kcal"
"2023-08-13","전복죽(01)(18)","380.59kcal","검은콩밥","274.13kcal","간장불고기덮밥(16)","654kcal","","","2991.62kcal"
"2023-08-13","맛김","0kcal","팽이버섯두부국(05)(06)","42.26kcal","유부된장국(05)","96.99kcal","","","2991.62kcal"
