날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2022-09-30","배추김치(다수공급자)","0kcal","콘옥수수야채무침(01)","105.8kcal","그린샐러드(01)(02)(05)(12)(17)","102.57kcal","","","1914.30kcal"
"2022-09-30","","","배추김치(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","","","1914.30kcal"
"2022-10-01","햄치즈버거(01)(02)(06)(10)(12)","821.4kcal","잡곡밥","341.3kcal","밥","363kcal","","","2861.84kcal"
"2022-10-01","자연은 제주감귤 180ml","180kcal","들깨미역국","37.6kcal","닭곰탕(15)","232.4kcal","","","2861.84kcal"
"2022-10-01","우유(백색우유(200ML))","122kcal","쇠고기불고기(16)","207.99kcal","야채튀김(06)(12)","242.4kcal","","","2861.84kcal"
"2022-10-01","","","오이부추무침","24.97kcal","오징어브로콜리숙회(17)","93.15kcal","","","2861.84kcal"
"2022-10-01","","","쌈무","5kcal","배추김치(다수공급자)","0kcal","","","2861.84kcal"
"2022-10-01","","","배추김치(다수공급자)","0kcal","젤리","160kcal","","","2861.84kcal"
"2022-10-01","","","배(신고)","30.627kcal","","","","","2861.84kcal"
"2022-10-02","밥","363kcal","후리가케밥","363kcal","잡곡밥","341.3kcal","","","2894.19kcal"
"2022-10-02","황태해장국(01)(05)","98.2kcal","쑥갓어묵국","11.6kcal","닭고기육개장(01)(05)(15)","226.26kcal","","","2894.19kcal"
"2022-10-02","돼지고기장조림(01)(10)","355kcal","분모자떡볶이(05)(06)","213.18kcal","베이컨야채볶음","65.92kcal","","","2894.19kcal"
"2022-10-02","스크램블에그(01)(12)","212.34kcal","고추잡채김말이(05)(06)","175.56kcal","청포묵김가루무침","39.81kcal","","","2894.19kcal"
"2022-10-02","배추김치(다수공급자)","0kcal","순대","127.02kcal","배추김치(다수공급자)","0kcal","","","2894.19kcal"
"2022-10-02","우유(백색우유(200ML))","122kcal","배추김치(다수공급자)","0kcal","자연은 제주감귤 180ml","180kcal","","","2894.19kcal"
"2022-10-03","밥","363kcal","잡곡밥","341.3kcal","데리야끼삼겹살덮밥(10)","902.17kcal","","","3508.61kcal"
"2022-10-03","쇠고기미역국(16)","40.8kcal","닭볶음탕(15)","287.99kcal","콩나물김치국(05)","26.41kcal","","","3508.61kcal"
"2022-10-03","돼지고기김치볶음(10)","178.8kcal","견과류멸치볶음","141.25kcal","계란후라이(계약)(01)","113.34kcal","","","3508.61kcal"
"2022-10-03","맛김","30kcal","너비아니(05)(06)(10)(16)","331.56kcal","핫도그(10)","390.84kcal","","","3508.61kcal"
"2022-10-03","연두부양념장(05)","80.14kcal","깻잎양념무침","37.19kcal","깍두기(다수공급자)","0kcal","","","3508.61kcal"
"2022-10-03","깍두기(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","음료수 탄산 과일","86.4kcal","","","3508.61kcal"
"2022-10-03","우유(백색우유(200ML))","122kcal","사과(홍로)","35.424kcal","","","","","3508.61kcal"
"2022-09-04","사골우거지국(완)","1.41kcal","쇠고기불고기(05)(06)(16)","244.5kcal","배추된장국(05)","51.78kcal","","","2434.11kcal"
"2022-09-04","새송이버섯야채볶음(05)(06)(10)","257.17kcal","계란찜(01)","112.03kcal","제육볶음(05)(06)(10)","496.33kcal","","","2434.11kcal"
"2022-09-04","맛김","30kcal","모듬야채&쌈장(05)(06)","43.76kcal","모듬쌈(05)(06)","34.46kcal","","","2434.11kcal"
"2022-09-04","오징어젓무침(17)","34.94kcal","콩나물매운무침(05)","30.47kcal","배추김치(다수공급자)","0kcal","","","2434.11kcal"
"2022-09-04","배추김치(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","","","","","2434.11kcal"
"2022-09-05","밥","363kcal","잡곡밥","376.82kcal","데리야끼삼겹살덮밥(05)(06)(10)","945.14kcal","","","3118.91kcal"
"2022-09-05","쇠고기미역국(05)","14.12kcal","닭볶음탕(06)(15)","284.33kcal","콩나물김치국(05)","24.07kcal","","","3118.91kcal"
"2022-09-05","돼지고기김치볶음(06)(10)","155.12kcal","오징어볶음(05)(06)(17)","217.96kcal","토마토달걀볶음(01)(05)(06)(12)(18)","135.87kcal","","","3118.91kcal"
"2022-09-05","스크램블에그(01)(05)(06)(12)","178.95kcal","가지볶음(05)(06)","131.31kcal","오징어채무침(06)(17)","82.79kcal","","","3118.91kcal"
"2022-09-05","깍두기(다수공급자)","0kcal","단호박튀김(06)","209.43kcal","깍두기(다수공급자)","0kcal","","","3118.91kcal"
"2022-09-05","","","배추김치(다수공급자)","0kcal","","","","","3118.91kcal"
"2022-09-06","밥","363kcal","밥","363kcal","불고기버거(01)(12)","523.11kcal","","","1897.45kcal"
"2022-09-06","감자계란국(01)(05)(06)","67.8kcal","스파게티(09)","35.85kcal","","","","","1897.45kcal"
"2022-09-06","쇠고기팽이버섯떡볶음(05)(06)","246.63kcal","알떡스테이크(12)","100.92kcal","","","","","1897.45kcal"
"2022-09-06","두부매운조림(05)(06)","147.08kcal","야채샐러드(01)(05)(06)(12)","50.06kcal","","","","","1897.45kcal"
"2022-09-06","배추김치(다수공급자)","0kcal","참깨드레싱","0kcal","","","","","1897.45kcal"
"2022-09-06","","","배추김치(다수공급자)","0kcal","","","","","1897.45kcal"
"2022-09-07","밥","363kcal","영양밥&부추양념장(05)(06)","578.74kcal","밥","363kcal","","","2871.60kcal"
"2022-09-07","닭곰탕(15)","249.6kcal","들깨미역국(05)","42.56kcal","팽이버섯두부국(05)","52.44kcal","","","2871.60kcal"
"2022-09-07","돼지고기장조림(01)(10)","212.5kcal","장어강정","286.49kcal","궁중떡볶이(05)(06)","338.62kcal","","","2871.60kcal"
"2022-09-07","계란말이(01)","103kcal","깻잎양념무침(05)(06)","38.6kcal","베이컨감자채볶음","89.02kcal","","","2871.60kcal"
"2022-09-07","오이부추무침(05)(06)","27.01kcal","배추김치(다수공급자)","0kcal","순대","127.02kcal","","","2871.60kcal"
"2022-09-07","배추김치(다수공급자)","0kcal","","","배추김치(다수공급자)","0kcal","","","2871.60kcal"
"2022-09-08","간장계란밥(01)(05)(06)","501.62kcal","흑미밥","372.38kcal","달걀케첩볶음밥(01)(05)(06)(12)(18)","555.04kcal","","","3132.58kcal"
"2022-09-08","쇠고기당면국(05)(16)","64.97kcal","김치찌개(05)(06)(10)(16)","79.23kcal","쑥갓어묵국(05)(06)","69.27kcal","","","3132.58kcal"
"2022-09-08","돼지고기콩나물볶음(05)(06)(10)(18)","311.27kcal","찹쌀탕수육(05)(06)(10)(12)","289.19kcal","소떡소떡(06)(10)(13)","604.16kcal","","","3132.58kcal"
"2022-09-08","맛김","30kcal","전복버터구이(18)","52.51kcal","두부조림(05)(06)(18)","175.93kcal","","","3132.58kcal"
"2022-09-08","배추김치(다수공급자)","0kcal","오이부추무침(05)(06)","27.01kcal","배추김치(다수공급자)","0kcal","","","3132.58kcal"
"2022-09-08","","","깍두기(다수공급자)","0kcal","","","","","3132.58kcal"
"2022-09-09","밥","363kcal","검은콩밥","371.26kcal","잡곡밥","376.82kcal","","","2782.70kcal"
"2022-09-09","얼큰순대국(05)(10)","306.41kcal","햄소시지찌개(05)(06)(10)","79.52kcal","순두부찌개(01)(05)(06)(10)","112.3kcal","","","2782.70kcal"
"2022-09-09","참치김치볶음","93.13kcal","청양마요치킨(01)(15)","504.86kcal","훈제오리볶음(05)(06)(18)","243.9kcal","","","2782.70kcal"
"2022-09-09","베이컨스크램블에그(01)","122.07kcal","무말랭이무침(완)","42kcal","야채춘권&칠리소스(06)","140.28kcal","","","2782.70kcal"
"2022-09-09","깍두기(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","상추쌈(05)(06)","27.15kcal","","","2782.70kcal"
"2022-09-09","","","","","깍두기(다수공급자)","0kcal","","","2782.70kcal"
"2022-09-10","밥","363kcal","밥","363kcal","밥","363kcal","","","2337.18kcal"
"2022-09-10","사골떡만둣국(01)","27.63kcal","배추된장국(05)","51.78kcal","콩나물김치국(05)","24.07kcal","","","2337.18kcal"
"2022-09-10","잡채(05)(06)","153.56kcal","갈치순살튀김(06)","235.07kcal","버팔로윙(완)(05)(06)(15)","77.28kcal","","","2337.18kcal"
"2022-09-10","맛김","30kcal","소갈비찜","22.44kcal","깻잎육전(05)(06)","175.14kcal","","","2337.18kcal"
"2022-09-10","오징어젓무침(17)","34.94kcal","치즈함박스테이크소스(01)(02)(05)(06)(10)(12)(13)(16)","279.25kcal","꽃맛살샐러드(01)(08)","137.02kcal","","","2337.18kcal"
"2022-09-10","배추김치(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","깍두기(다수공급자)","0kcal","","","2337.18kcal"
"2022-09-11","밥","363kcal","밥","363kcal","밥","363kcal","","","3741.20kcal"
"2022-09-11","배추된장국(05)","51.78kcal","감자탕(05)(06)(10)","335.52kcal","감자짜글이(05)(06)(10)","144.43kcal","","","3741.20kcal"
"2022-09-11","제육볶음(05)(06)(10)","496.33kcal","꽈리고추멸치볶음","96.87kcal","오리불고기(05)(06)","519.54kcal","","","3741.20kcal"
"2022-09-11","메추리알장조림(완)(01)","300.54kcal","닭고기김치찜(06)(15)","237.04kcal","해물파전","400.28kcal","","","3741.20kcal"
"2022-09-11","배추김치(다수공급자)","0kcal","깍두기(다수공급자)","0kcal","쌈무","5kcal","","","3741.20kcal"
"2022-09-11","","","","","야채스틱앤저염쌈장(05)(06)","64.87kcal","","","3741.20kcal"
"2022-09-11","","","","","배추김치(다수공급자)","0kcal","","","3741.20kcal"
"2022-09-12","간장계란밥(01)(05)(06)","501.62kcal","잡곡밥","376.82kcal","카레밥(06)(10)","627.3kcal","","","2659.54kcal"
"2022-09-12","시금치된장국(05)(06)","87.22kcal","김치찌개(05)(06)(10)(16)","79.23kcal","돈가스(06)(10)","414.06kcal","","","2659.54kcal"
"2022-09-12","비엔나소시지케찹볶음(05)(06)(12)","69.12kcal","돼지갈비찜(05)(06)(10)","367.45kcal","단호박샐러드(01)","77.99kcal","","","2659.54kcal"
"2022-09-12","김자반","10kcal","장어양념구이(완)","0kcal","컵스프","0kcal","","","2659.54kcal"
"2022-09-12","배추김치(다수공급자)","0kcal","브로콜리초고추장(06)","48.73kcal","배추김치(다수공급자)","0kcal","","","2659.54kcal"
"2022-09-12","","","파김치","0kcal","","","","","2659.54kcal"
"2022-09-13","밥","363kcal","자장밥(05)(06)(10)","782.72kcal","잔치국수(01)(05)(06)","458.73kcal","","","2971.29kcal"
"2022-09-13","쇠고기무국(05)","18.66kcal","짬뽕찌개(05)(17)(18)","66.26kcal","밥","363kcal","","","2971.29kcal"
"2022-09-13","맛김","30kcal","버팔로윙(완)(05)(06)(15)","77.28kcal","주꾸미볶음(06)","170.85kcal","","","2971.29kcal"
"2022-09-13","치즈함박스테이크소스(01)(02)(05)(06)(10)(12)(13)(16)","279.25kcal","계란후라이(계약)(01)","98.26kcal","김자반","10kcal","","","2971.29kcal"
"2022-09-13","감자조림(05)(06)(18)","124.11kcal","배추김치(다수공급자)","0kcal","콩나물무침(05)(06)","27.54kcal","","","2971.29kcal"
"2022-09-13","두부양념장(05)(06)","101.63kcal","","","배추김치(다수공급자)","0kcal","","","2971.29kcal"
"2022-09-13","배추김치(다수공급자)","0kcal","","","","","","","2971.29kcal"
"2022-09-14","밥","363kcal","검은콩밥","371.26kcal","밥","363kcal","","","2944.24kcal"
"2022-09-14","조갯살미역국(05)","17.33kcal","쇠고기육개장(01)(05)(06)","39.44kcal","순두부찌개(01)(05)(06)(10)","112.3kcal","","","2944.24kcal"
"2022-09-14","베이컨야채볶음(05)(06)","68.13kcal","언양식바싹불고기파채(05)(06)(10)","293.93kcal","오징어볶음(05)(06)(17)","217.96kcal","","","2944.24kcal"
"2022-09-14","돼지고기장조림(01)(10)","212.5kcal","찐새우만두(05)(06)(08)(09)(10)(17)(18)","230.39kcal","데리야끼갈릭치킨(05)(06)(15)","504.37kcal","","","2944.24kcal"
"2022-09-14","배추김치(다수공급자)","0kcal","깻잎양념무침(05)(06)","38.6kcal","계란찜(01)","112.03kcal","","","2944.24kcal"
"2022-09-14","","","배추김치(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","","","2944.24kcal"
"2022-09-15","김치국","24.83kcal","잡곡밥","376.82kcal","밥","363kcal","","","3412.18kcal"
"2022-09-15","스크램블에그(01)(05)(06)(12)","178.95kcal","삼계탕(15)","818.37kcal","콩나물국(05)(09)","13.35kcal","","","3412.18kcal"
"2022-09-15","무말랭이무침(완)","42kcal","잡채(05)(06)","153.56kcal","낙지볶음(05)(06)","207.52kcal","","","3412.18kcal"
"2022-09-15","소불고기덮밥소스(05)(06)(16)","668kcal","녹두전","50.28kcal","돼지불고기(05)(06)(10)","440.63kcal","","","3412.18kcal"
"2022-09-15","깍두기(다수공급자)","0kcal","야채스틱앤저염쌈장(05)(06)","64.87kcal","김자반","10kcal","","","3412.18kcal"
"2022-09-15","","","배추김치(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","","","3412.18kcal"
"2022-09-16","간장불고기덮밥","363kcal","전투식량 2형1식단(김치밥)","1101kcal","잡곡밥","376.82kcal","","","2965.76kcal"
"2022-09-16","쇠고기당면국(05)(16)","64.97kcal","","","김치찌개(05)(06)(10)(16)","79.23kcal","","","2965.76kcal"
"2022-09-16","김자반","10kcal","","","닭갈비(05)(06)(15)","301.2kcal","","","2965.76kcal"
"2022-09-16","메추리알장조림(완)(01)","300.54kcal","","","만두유린기(05)(06)(10)","327.12kcal","","","2965.76kcal"
"2022-09-16","배추김치(다수공급자)","0kcal","","","오이양파무침(05)(06)","29.72kcal","","","2965.76kcal"
"2022-09-16","","","","","열무김치","12.16kcal","","","2965.76kcal"
"2022-09-17","어니언베이글","0kcal","밥","363kcal","밥","363kcal","","","2324.48kcal"
"2022-09-17","토마토달걀볶음(01)(05)(06)(12)(18)","135.87kcal","시금치된장국(05)(06)","87.22kcal","북어들깨미역국","75.71kcal","","","2324.48kcal"
"2022-09-17","베이컨구이(10)(13)","60.8kcal","오징어볶음(05)(06)(17)","217.96kcal","스팸구이(10)(12)(13)","216.1kcal","","","2324.48kcal"
"2022-09-17","양송이스프(02)(05)(06)","40.01kcal","새우튀김(01)(05)(09)","395.01kcal","알떡스테이크(12)","100.92kcal","","","2324.48kcal"
"2022-09-17","블루베리잼","89.7kcal","열무김치","12.16kcal","맛김","30kcal","","","2324.48kcal"
"2022-09-17","크림치즈","0kcal","","","꽃맛살샐러드(01)(08)","137.02kcal","","","2324.48kcal"
"2022-09-17","","","","","배추김치(다수공급자)","0kcal","","","2324.48kcal"
"2022-09-18","밥","363kcal","꼬치어묵국(05)(06)","149.19kcal","짜계치(01)(05)(06)(10)","504kcal","","","4163.00kcal"
"2022-09-18","돼지국밥(완)(10)","1351.41kcal","분모자떡볶이(05)(06)","344.32kcal","흑미밥","372.38kcal","","","4163.00kcal"
"2022-09-18","메추리알장조림(완)(01)","300.54kcal","계란후라이(계약)(01)","98.26kcal","감자짜글이(05)(06)(10)","144.43kcal","","","4163.00kcal"
"2022-09-18","오이부추무침(05)(06)","27.01kcal","치킨마요덮밥(01)(05)(06)(15)","458.4kcal","야채샐러드(01)(05)(06)(12)","50.06kcal","","","4163.00kcal"
"2022-09-18","깍두기(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","참깨드레싱","0kcal","","","4163.00kcal"
"2022-09-18","","","","","배추김치(다수공급자)","0kcal","","","4163.00kcal"
"2024-05-19","메추리알장조림(완)(01)(05)(06)","355kcal","생선가스(01)(05)(06)","347.5kcal","야채튀김(05)(06)","196.8kcal","","","2990.17kcal"
"2024-05-19","부추겉절이(05)(06)","13.53kcal","리코타치즈샐러드(01)(02)(05)(12)(16)","104.61kcal","단무지무침","9.9kcal","","","2990.17kcal"
"2024-05-19","배추김치(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","","","2990.17kcal"
"2024-05-19","마시는 발효유,부대계약","","","","웅진식품,웅진자연은샤인머스켓,340ml","153kcal","","","2990.17kcal"
"2024-05-20","밥","300kcal","베이컨김치볶음밥(05)(10)(18)","489.86kcal","밥","300kcal","","","2590.55kcal"
"2024-05-20","쇠고기무국(05)(06)(16)","55.45kcal","밥","300kcal","쇠고기육전(01)(05)(06)(16)","206kcal","","","2590.55kcal"
"2024-05-20","참치김치볶음(05)(12)(16)","57.29kcal","유부된장국(05)","37.24kcal","크래미숙주무침(08)","54.22kcal","","","2590.55kcal"
"2024-05-20","해물동그랑땡(완제품)(05)(06)(17)","15.75kcal","탄두리치킨(15)","275.2kcal","배추김치(다수공급자)","0kcal","","","2590.55kcal"
"2024-05-20","깍두기(다수공급자)(09)","33.25kcal","갈릭버터난(06)(12)","171kcal","","","","","2590.55kcal"
"2024-05-20","우유(백색우유(200ML,연간))(02)","65kcal","야채샐러드(05)(06)(12)","29.04kcal","","","","","2590.55kcal"
"2024-05-20","","","갓김치(09)","33.25kcal","","","","","2590.55kcal"
"2024-05-20","","","카페라떼","168kcal","","","","","2590.55kcal"
"2024-05-21","샐러드모닝빵(01)(02)(05)(06)","708.75kcal","꼬막비빔밥(05)(06)(18)","57.52kcal","잡곡밥","294.54kcal","","","2429.06kcal"
"2024-05-21","에그타르트(01)(06)","50kcal","쇠고기미역국(05)(06)(16)","42.87kcal","호박된장찌개(05)(09)(16)","62.87kcal","","","2429.06kcal"
"2024-05-21","우유(백색우유(200ML,연간))(02)","65kcal","계란후라이(완)(01)(05)","165kcal","훈제삼겹살구이(05)(06)(10)(16)","602kcal","","","2429.06kcal"
"2024-05-21","","","수수부꾸미(05)(06)","265.2kcal","상추쌈","15.95kcal","","","2429.06kcal"
"2024-05-21","","","콩나물매운무침(05)","28.46kcal","명이나물절임(05)(06)","17.5kcal","","","2429.06kcal"
"2024-05-21","","","열무김치","5.95kcal","파김치","9.45kcal","","","2429.06kcal"
"2024-05-21","","","참외(4월~5월)","38kcal","","","","","2429.06kcal"
"2024-05-22","밥","300kcal","잡곡밥","294.54kcal","밥","300kcal","","","3359.56kcal"
"2024-05-22","사골곰탕","234.42kcal","닭볶음탕(05)(15)","436.46kcal","감자짜글이(05)(06)(10)(13)","175.61kcal","","","3359.56kcal"
"2024-05-22","햄슬라이스야채볶음(05)(06)(10)(13)","217.48kcal","피자떡볶이(01)(02)(05)(06)(10)(12)","371.42kcal","쇠고기불고기(05)(16)","392.48kcal","","","3359.56kcal"
"2024-05-22","오징어젓무침(17)","38.4kcal","새우가스(05)(06)(09)","247.4kcal","쌈무","25kcal","","","3359.56kcal"
"2024-05-22","깍두기(다수공급자)(09)","33.25kcal","할라피뇨","30kcal","오이부추무침(05)(06)","14.85kcal","","","3359.56kcal"
"2024-05-22","토핑형 발효유,부대계약(02)(06)","165kcal","배추김치(다수공급자)","0kcal","깍두기(다수공급자)(09)","33.25kcal","","","3359.56kcal"
"2024-05-22","","","에너지드링크","50kcal","","","","","3359.56kcal"
"2024-05-23","깍두기김치볶음밥(16)","500kcal","오징어먹물면크림파스타(02)(05)(06)(10)(15)(18)","213.99kcal","날치알김가루주먹밥(05)","373.89kcal","","","2705.08kcal"
"2024-05-23","쇠고기미역국(05)(06)(16)","42.87kcal","블랙타이거새우구이","0kcal","쇠고기육개장(01)(05)(06)(16)","67.28kcal","","","2705.08kcal"
"2024-05-23","계란후라이(완)(01)(05)","165kcal","바베큐폭립","366.4kcal","버팔로윙(05)(15)","660kcal","","","2705.08kcal"
"2024-05-23","콩나물매운무침(05)","28.46kcal","모듬피클","55.2kcal","야채샐러드(05)(06)(12)","29.04kcal","","","2705.08kcal"
"2024-05-23","배추김치(다수공급자)","0kcal","만다린오렌지샐러드","52.2kcal","깍두기(다수공급자)(09)","33.25kcal","","","2705.08kcal"
"2024-05-23","초콜릿,부대계약","","","","콜라","117.5kcal","","","2705.08kcal"
"2024-05-24","밥","300kcal","잡곡밥","294.54kcal","자장밥","554.28kcal","","","2856.38kcal"
"2024-05-24","새우순두부계란탕(01)(05)(09)","78.78kcal","닭곰탕(02)(15)(16)","248.8kcal","짬뽕찌개(05)(06)(09)(17)(18)","99.92kcal","","","2856.38kcal"
"2024-05-24","사각어묵야채볶음(05)(06)","93.6kcal","잡채(01)(05)(06)(07)(09)(16)(18)","245.63kcal","고구마맛탕(완제품)(05)","460kcal","","","2856.38kcal"
"2024-05-24","계란말이(01)(12)","57.1kcal","아귀찜(05)(06)(08)","89.68kcal","계란후라이(완)(01)(05)","165kcal","","","2856.38kcal"
"2024-05-24","배추김치(다수공급자)","0kcal","오징어젓무침(17)","38.4kcal","단무지무침","9.9kcal","","","2856.38kcal"
"2024-05-24","우유(백색우유(200ML,연간))(02)","65kcal","석박지","6.3kcal","파김치","9.45kcal","","","2856.38kcal"
"2024-05-24","","","","","해태에이치티비,갈아만든배,238ml","40kcal","","","2856.38kcal"
"2024-05-25","햄치즈에그샌드위치(01)(02)(05)(06)(10)(16)","500.59kcal","김가루주먹밥(01)(05)(06)","306.28kcal","참치마요덮밥(01)(05)","575.54kcal","","","2780.67kcal"
"2024-05-25","할라피뇨소시지구이(01)(05)(10)(12)(13)(16)","118.2kcal","미니우동(01)(06)","177.5kcal","감자수제비(01)(05)(06)","244.95kcal","","","2780.67kcal"
"2024-05-25","","","햄버거스테이크(05)(06)(10)(12)(16)","229kcal","호떡쌀군만두(01)(05)(06)(10)","223.95kcal","","","2780.67kcal"
"2024-05-25","","","리코타치즈샐러드(01)(02)(05)(12)(16)","104.61kcal","푸실리샐러드(완)(01)(06)","16.8kcal","","","2780.67kcal"
"2024-05-25","","","배추김치(다수공급자)","0kcal","갓김치(09)","33.25kcal","","","2780.67kcal"
"2024-05-25","","","","","매일두유 초콜릿 190ml","250kcal","","","2780.67kcal"
"2024-05-26","닭죽(02)(15)(16)","438.15kcal","스팸마요덮밥(01)(05)(06)(10)(13)","719.25kcal","밥","300kcal","","","3143.13kcal"
"2024-05-26","맛김","0kcal","참치김치찌개(05)","96.07kcal","순대국(05)(06)(09)(10)(16)","302.74kcal","","","3143.13kcal"
"2024-05-26","돼지고기장조림(01)(10)","430kcal","김말이튀김(05)(06)(13)(16)","180.22kcal","동태전(완제품)(01)(05)(06)","204.24kcal","","","3143.13kcal"
"2024-05-26","오징어젓무침(17)","38.4kcal","오이양파무침(05)(06)","31.58kcal","부추겉절이(05)(06)","13.53kcal","","","3143.13kcal"
"2024-05-26","깍두기(다수공급자)(09)","33.25kcal","백김치(09)","14.7kcal","배추김치(다수공급자)","0kcal","","","3143.13kcal"
"2024-05-26","","","","","해태에이치티비,코코팜망고코넛,340ml","341kcal","","","3143.13kcal"
"2024-05-27","밥","300kcal","베이컨김치볶음밥(05)(10)(18)","489.86kcal","밥","300kcal","","","3520.06kcal"
"2024-05-27","장조림버터비빔밥(01)(05)(06)(16)","447.95kcal","배추된장국(09)(16)","24.36kcal","시래기감자탕(완)","130kcal","","","3520.06kcal"
"2024-05-27","쇠고기미역국(05)(06)(16)","42.87kcal","할라피뇨소시지구이(01)(05)(10)(12)(13)(16)","118.2kcal","깐풍새우(05)(06)(09)","395.7kcal","","","3520.06kcal"
"2024-05-27","스크램블에그(01)(05)(06)(12)","219.8kcal","함박스테이크(05)","407.37kcal","김치메밀전병(03)(05)(06)(10)","381kcal","","","3520.06kcal"
"2024-05-27","배추김치(다수공급자)","0kcal","마카로니후르츠샐러드","131.45kcal","갓김치(09)","33.25kcal","","","3520.06kcal"
"2024-05-27","우유(백색우유(200ML,연간))(02)","65kcal","깍두기(다수공급자)(09)","33.25kcal","","","","","3520.06kcal"
"2024-05-28","밥","300kcal","밥","300kcal","돈코츠라멘(01)(05)(06)(10)","646.35kcal","","","2769.31kcal"
"2024-05-28","쇠고기무국(05)(06)(16)","55.45kcal","꽃게탕(05)(08)(09)","50.19kcal","새우튀김(05)","172.7kcal","","","2769.31kcal"
"2024-05-28","돼지고기김치볶음(05)(10)","154.65kcal","치즈닭갈비(02)(05)(06)(15)","388.7kcal","콘치즈오븐구이(02)(05)(06)(08)","158.17kcal","","","2769.31kcal"
"2024-05-28","감자조림(05)(06)(18)","146.06kcal","골뱅이소면무침(05)(06)","175.34kcal","오이피클(05)(06)","4.5kcal","","","2769.31kcal"
"2024-05-28","열무김치","5.95kcal","쌈무","25kcal","깍두기(다수공급자)(09)","33.25kcal","","","2769.31kcal"
"2024-05-28","짜먹는 발효유,부대계약","","배추김치(다수공급자)","0kcal","에이드","115kcal","","","2769.31kcal"
"2024-05-28","","","참외(4월~5월)","38kcal","","","","","2769.31kcal"
"2024-05-29","밥","300kcal","한우소머리국밥(05)(06)(16)","591.51kcal","햄야채볶음밥(05)(10)(12)(13)","447.65kcal","","","3408.42kcal"
"2024-05-29","콩나물김치국(05)(09)","22.87kcal","잡곡밥","294.54kcal","유부어묵국(17)(05)(06)","77.43kcal","","","3408.42kcal"
"2024-05-29","비엔나소시지케찹볶음(05)(06)(10)(12)","318.17kcal","불막창야채볶음(05)(06)","401.4kcal","훈제연어스테이크","442.9kcal","","","3408.42kcal"
"2024-05-29","크래미야채볶음(05)(06)(08)(12)","61.31kcal","날치알계란찜(01)","103.09kcal","스크램블에그(01)(05)(06)(12)","219.8kcal","","","3408.42kcal"
"2024-05-29","맛김","0kcal","마늘종무침","29.5kcal","배추김치(다수공급자)","0kcal","","","3408.42kcal"
"2024-05-29","배추김치(다수공급자)","0kcal","깍두기(다수공급자)(09)","33.25kcal","","","","","3408.42kcal"
"2024-05-29","우유(백색우유(200ML,연간))(02)","65kcal","","","","","","","3408.42kcal"
"2024-05-30","햄치즈에그샌드위치(01)(02)(05)(06)(10)(16)","500.59kcal","잡곡밥","294.54kcal","김가루주먹밥(01)(05)(06)","306.28kcal","","","2975.42kcal"
"2024-05-30","양파링튀김(01)(05)(06)(12)","379.25kcal","키조개미역국(05)(06)(18)","21.11kcal","꼬치어묵국(05)(06)(09)","8.28kcal","","","2975.42kcal"
"2024-05-30","우유(백색우유(200ML,연간))(02)","65kcal","삼겹살구이(10)","547.79kcal","분모자떡볶이(05)(06)(09)(10)","266.65kcal","","","2975.42kcal"
"2024-05-30","","","파채콩나물무침(05)","21.4kcal","순대튀김(완)(02)(05)(06)(10)(12)(16)(18)","350kcal","","","2975.42kcal"
"2024-05-30","","","상추쌈","15.95kcal","삶은계란(01)","70.08kcal","","","2975.42kcal"
"2024-05-30","","","모듬소시지구이(01)(05)","88.5kcal","해태에이치티비,갈아만든배,238ml","40kcal","","","2975.42kcal"
"2024-05-30","","","배추김치(다수공급자)","0kcal","","","","","2975.42kcal"
"2024-05-31","밥","300kcal","밥","300kcal","닭칼국수(02)(05)(06)(15)(16)","467.99kcal","","","3122.98kcal"
"2024-05-31","사골떡만둣국(01)(05)(06)(10)(16)","617.67kcal","들깨오리탕","456.32kcal","소떡소떡(05)(06)(12)","206kcal","","","3122.98kcal"
"2024-05-31","맛김","0kcal","잡채(01)(05)(06)(07)(09)(16)(18)","245.63kcal","해물파전(완)(05)(06)(09)(17)","19.2kcal","","","3122.98kcal"
"2024-05-31","낙지젓(17)","42.29kcal","낙지볶음(05)(06)(17)","212.35kcal","도토리묵무침","40.97kcal","","","3122.98kcal"
"2024-05-31","오이풋고추된장무침","29.43kcal","양배추쌈&저염쌈장","120.13kcal","배추김치(다수공급자)","0kcal","","","3122.98kcal"
"2024-05-31","배추김치(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","","","","","3122.98kcal"
"2024-05-31","우유(백색우유(200ML,연간))(02)","65kcal","","","","","","","3122.98kcal"
"","","","","","","","","",""
"2022-09-03","","","치킨텐더(01)(06)(15)","417.18kcal","닭순살샐러드(01)(12)(15)","211.94kcal","","","2591.78kcal"
"2022-09-03","","","콩나물매운무침(05)","30.47kcal","배추김치(다수공급자)","0kcal","","","2591.78kcal"
